diameter,direction,tilt,cos_tilt,steps,stepper_travel,measured_angle,avg_offset,ideal_rnp_angle,k_rod,k_rod_avg,c_rod,predicted_angle,error
3,cw,0,1,44.5,1.1303,45.09,-1.216,86.34855944,0.522185897,0.534,-0.431,45.67913074,0.589130744
3,cw,0,1,44.5,1.1303,44.63,-1.216,86.34855944,0.516858652,0.534,-0.431,45.67913074,1.049130744
3,cw,0,1,44.5,1.1303,44.35,-1.216,86.34855944,0.51361598,0.534,-0.431,45.67913074,1.329130744
3,cw,0,1,44.5,1.1303,44.1,-1.216,86.34855944,0.510720738,0.534,-0.431,45.67913074,1.579130744
3,cw,0,1,44.5,1.1303,43.01,-1.216,86.34855944,0.498097482,0.534,-0.431,45.67913074,2.669130744
3,cw,0,1,88.9375,2.2590125,90.68,-1.216,172.5758428,0.525450136,0.534,-0.431,91.72450007,1.044500068
3,cw,0,1,88.9375,2.2590125,89.73,-1.216,172.5758428,0.519945309,0.534,-0.431,91.72450007,1.994500068
3,cw,0,1,88.9375,2.2590125,88.58,-1.216,172.5758428,0.513281573,0.534,-0.431,91.72450007,3.144500068
3,cw,0,1,88.9375,2.2590125,88.31,-1.216,172.5758428,0.511717043,0.534,-0.431,91.72450007,3.414500068
3,cw,0,1,88.9375,2.2590125,88.1,-1.216,172.5758428,0.510500187,0.534,-0.431,91.72450007,3.624500068
3,cw,0,1,88.9375,2.2590125,87.56,-1.216,172.5758428,0.507371128,0.534,-0.431,91.72450007,4.164500068
3,cw,0,1,133.4375,3.3893125,136.03,-1.216,258.9244023,0.525365701,0.534,-0.431,137.8346308,1.804630811
3,cw,0,1,133.4375,3.3893125,135.03,-1.216,258.9244023,0.521503569,0.534,-0.431,137.8346308,2.804630811
3,cw,0,1,133.4375,3.3893125,134.13,-1.216,258.9244023,0.518027651,0.534,-0.431,137.8346308,3.704630811
3,cw,0,1,133.4375,3.3893125,133.69,-1.216,258.9244023,0.516328314,0.534,-0.431,137.8346308,4.144630811
3,cw,0,1,133.4375,3.3893125,132.66,-1.216,258.9244023,0.512350319,0.534,-0.431,137.8346308,5.174630811
3,ccw,10,0.984807753,9.9375,0.2524125,10.63,-1.216,18.9899441,0.559769947,0.534,-0.431,9.709630148,-0.920369852
3,ccw,10,0.984807753,9.9375,0.2524125,7.65,-1.216,18.9899441,0.402844788,0.534,-0.431,9.709630148,2.059630148
3,ccw,10,0.984807753,9.9375,0.2524125,7.65,-1.216,18.9899441,0.402844788,0.534,-0.431,9.709630148,2.059630148
3,ccw,10,0.984807753,9.9375,0.2524125,7.62,-1.216,18.9899441,0.401265004,0.534,-0.431,9.709630148,2.089630148
3,ccw,10,0.984807753,9.9375,0.2524125,7.62,-1.216,18.9899441,0.401265004,0.534,-0.431,9.709630148,2.089630148
3,ccw,10,0.984807753,44.75,1.13665,45.25,-1.216,85.51446525,0.529150242,0.534,-0.431,45.23372444,-0.016275559
3,ccw,10,0.984807753,44.75,1.13665,44.62,-1.216,85.51446525,0.521783068,0.534,-0.431,45.23372444,0.613724441
3,ccw,10,0.984807753,44.75,1.13665,44.46,-1.216,85.51446525,0.519912039,0.534,-0.431,45.23372444,0.773724441
3,ccw,10,0.984807753,44.75,1.13665,43.96,-1.216,85.51446525,0.514065075,0.534,-0.431,45.23372444,1.273724441
3,ccw,10,0.984807753,44.75,1.13665,43.9,-1.216,85.51446525,0.513363439,0.534,-0.431,45.23372444,1.333724441
3,ccw,10,0.984807753,89.5,2.2733,91.87,-1.216,171.0289305,0.537160583,0.534,-0.431,90.89844888,-0.971551118
3,ccw,10,0.984807753,89.5,2.2733,89.37,-1.216,171.0289305,0.522543173,0.534,-0.431,90.89844888,1.528448882
3,ccw,10,0.984807753,89.5,2.2733,88.77,-1.216,171.0289305,0.519034995,0.534,-0.431,90.89844888,2.128448882
3,ccw,10,0.984807753,89.5,2.2733,88.23,-1.216,171.0289305,0.515877634,0.534,-0.431,90.89844888,2.668448882
3,ccw,10,0.984807753,89.5,2.2733,87.6,-1.216,171.0289305,0.512194047,0.534,-0.431,90.89844888,3.298448882
3,ccw,10,0.984807753,134.25,3.40995,136.69,-1.216,256.5433957,0.53281434,0.534,-0.431,136.5631733,-0.126826677
3,ccw,10,0.984807753,134.25,3.40995,135.67,-1.216,256.5433957,0.528838404,0.534,-0.431,136.5631733,0.893173323
3,ccw,10,0.984807753,134.25,3.40995,135.32,-1.216,256.5433957,0.527474113,0.534,-0.431,136.5631733,1.243173323
3,ccw,10,0.984807753,134.25,3.40995,133.11,-1.216,256.5433957,0.518859586,0.534,-0.431,136.5631733,3.453173323
3,ccw,10,0.984807753,134.25,3.40995,132.15,-1.216,256.5433957,0.515117529,0.534,-0.431,136.5631733,4.413173323
3,cw,10,0.984807753,9.875,0.250825,10.61,-1.216,18.87051049,0.56225294,0.534,-0.431,9.6458526,-0.9641474
3,cw,10,0.984807753,9.875,0.250825,8.04,-1.216,18.87051049,0.426061606,0.534,-0.431,9.6458526,1.6058526
3,cw,10,0.984807753,9.875,0.250825,7.81,-1.216,18.87051049,0.413873276,0.534,-0.431,9.6458526,1.8358526
3,cw,10,0.984807753,9.875,0.250825,7.78,-1.216,18.87051049,0.412283494,0.534,-0.431,9.6458526,1.8658526
3,cw,10,0.984807753,9.875,0.250825,7.56,-1.216,18.87051049,0.400625092,0.534,-0.431,9.6458526,2.0858526
3,cw,10,0.984807753,44.5,1.1303,45.67,-1.216,85.0367308,0.537062039,0.534,-0.431,44.97861425,-0.691385751
3,cw,10,0.984807753,44.5,1.1303,44.58,-1.216,85.0367308,0.524244048,0.534,-0.431,44.97861425,0.398614249
3,cw,10,0.984807753,44.5,1.1303,43.98,-1.216,85.0367308,0.517188274,0.534,-0.431,44.97861425,0.998614249
3,cw,10,0.984807753,44.5,1.1303,43.98,-1.216,85.0367308,0.517188274,0.534,-0.431,44.97861425,0.998614249
3,cw,10,0.984807753,44.5,1.1303,43.48,-1.216,85.0367308,0.511308462,0.534,-0.431,44.97861425,1.498614249
3,cw,10,0.984807753,88.9375,2.2590125,90.65,-1.216,169.954028,0.533379533,0.534,-0.431,90.32445095,-0.325549051
3,cw,10,0.984807753,88.9375,2.2590125,90.36,-1.216,169.954028,0.531673189,0.534,-0.431,90.32445095,-0.035549051
3,cw,10,0.984807753,88.9375,2.2590125,89.71,-1.216,169.954028,0.527848625,0.534,-0.431,90.32445095,0.614450949
3,cw,10,0.984807753,88.9375,2.2590125,87.52,-1.216,169.954028,0.514962787,0.534,-0.431,90.32445095,2.804450949
3,cw,10,0.984807753,88.9375,2.2590125,87.22,-1.216,169.954028,0.513197604,0.534,-0.431,90.32445095,3.104450949
3,cw,10,0.984807753,133.4375,3.3893125,134.78,-1.216,254.9907588,0.528568175,0.534,-0.431,135.7340652,0.954065198
3,cw,10,0.984807753,133.4375,3.3893125,133.99,-1.216,254.9907588,0.525470023,0.534,-0.431,135.7340652,1.744065198
3,cw,10,0.984807753,133.4375,3.3893125,133.71,-1.216,254.9907588,0.524371944,0.534,-0.431,135.7340652,2.024065198
3,cw,10,0.984807753,133.4375,3.3893125,132.44,-1.216,254.9907588,0.519391372,0.534,-0.431,135.7340652,3.294065198
3,cw,10,0.984807753,133.4375,3.3893125,132.23,-1.216,254.9907588,0.518567813,0.534,-0.431,135.7340652,3.504065198
3,ccw,20,0.939692621,9.9375,0.2524125,10.63,-1.216,18.11999376,0.586644794,0.534,-0.431,9.245076667,-1.384923333
3,ccw,20,0.939692621,9.9375,0.2524125,7.62,-1.216,18.11999376,0.420529946,0.534,-0.431,9.245076667,1.625076667
3,ccw,20,0.939692621,9.9375,0.2524125,7.59,-1.216,18.11999376,0.418874316,0.534,-0.431,9.245076667,1.655076667
3,ccw,20,0.939692621,9.9375,0.2524125,7.57,-1.216,18.11999376,0.417770563,0.534,-0.431,9.245076667,1.675076667
3,ccw,20,0.939692621,9.9375,0.2524125,7.57,-1.216,18.11999376,0.417770563,0.534,-0.431,9.245076667,1.675076667
3,ccw,20,0.939692621,9.9375,0.2524125,7.53,-1.216,18.11999376,0.415563057,0.534,-0.431,9.245076667,1.715076667
3,ccw,20,0.939692621,44.75,1.13665,44.4,-1.216,81.59695303,0.544137965,0.534,-0.431,43.14177292,-1.258227084
3,ccw,20,0.939692621,44.75,1.13665,44.31,-1.216,81.59695303,0.543034983,0.534,-0.431,43.14177292,-1.168227084
3,ccw,20,0.939692621,44.75,1.13665,43.75,-1.216,81.59695303,0.536171982,0.534,-0.431,43.14177292,-0.608227084
3,ccw,20,0.939692621,44.75,1.13665,43.41,-1.216,81.59695303,0.532005159,0.534,-0.431,43.14177292,-0.268227084
3,ccw,20,0.939692621,44.75,1.13665,43.33,-1.216,81.59695303,0.531024731,0.534,-0.431,43.14177292,-0.188227084
3,ccw,20,0.939692621,44.75,1.13665,42.75,-1.216,81.59695303,0.523916622,0.534,-0.431,43.14177292,0.391772916
3,ccw,20,0.939692621,44.75,1.13665,42.54,-1.216,81.59695303,0.521342997,0.534,-0.431,43.14177292,0.601772916
3,ccw,20,0.939692621,44.75,1.13665,42.41,-1.216,81.59695303,0.5197498,0.534,-0.431,43.14177292,0.731772916
3,ccw,20,0.939692621,89.5,2.2733,90.23,-1.216,163.1939061,0.552900547,0.534,-0.431,86.71454583,-3.515454169
3,ccw,20,0.939692621,89.5,2.2733,88.95,-1.216,163.1939061,0.545057117,0.534,-0.431,86.71454583,-2.235454169
3,ccw,20,0.939692621,89.5,2.2733,87.15,-1.216,163.1939061,0.534027294,0.534,-0.431,86.71454583,-0.435454169
3,ccw,20,0.939692621,89.5,2.2733,85.88,-1.216,163.1939061,0.52624514,0.534,-0.431,86.71454583,0.834545831
3,ccw,20,0.939692621,134.25,3.40995,135.85,-1.216,244.7908591,0.554963533,0.534,-0.431,130.2873187,-5.562681253
3,ccw,20,0.939692621,134.25,3.40995,134.86,-1.216,244.7908591,0.550919264,0.534,-0.431,130.2873187,-4.572681253
3,ccw,20,0.939692621,134.25,3.40995,130.89,-1.216,244.7908591,0.534701338,0.534,-0.431,130.2873187,-0.602681253
3,ccw,20,0.939692621,134.25,3.40995,130.53,-1.216,244.7908591,0.533230695,0.534,-0.431,130.2873187,-0.242681253
3,cw,20,0.939692621,9.875,0.250825,10.45,-1.216,18.00603153,0.580361085,0.534,-0.431,9.184220839,-1.265779161
3,cw,20,0.939692621,9.875,0.250825,7.9,-1.216,18.00603153,0.438741873,0.534,-0.431,9.184220839,1.284220839
3,cw,20,0.939692621,9.875,0.250825,7.67,-1.216,18.00603153,0.425968375,0.534,-0.431,9.184220839,1.514220839
3,cw,20,0.939692621,9.875,0.250825,7.58,-1.216,18.00603153,0.42097005,0.534,-0.431,9.184220839,1.604220839
3,cw,20,0.939692621,9.875,0.250825,7.56,-1.216,18.00603153,0.419859311,0.534,-0.431,9.184220839,1.624220839
3,cw,20,0.939692621,9.875,0.250825,6.72,-1.216,18.00603153,0.373208277,0.534,-0.431,9.184220839,2.464220839
3,cw,20,0.939692621,44.5,1.1303,44.82,-1.216,81.14110413,0.552371088,0.534,-0.431,42.8983496,-1.921650397
3,cw,20,0.939692621,44.5,1.1303,44.12,-1.216,81.14110413,0.543744141,0.534,-0.431,42.8983496,-1.221650397
3,cw,20,0.939692621,44.5,1.1303,43.93,-1.216,81.14110413,0.541402542,0.534,-0.431,42.8983496,-1.031650397
3,cw,20,0.939692621,44.5,1.1303,43.87,-1.216,81.14110413,0.540663089,0.534,-0.431,42.8983496,-0.971650397
3,cw,20,0.939692621,44.5,1.1303,43.7,-1.216,81.14110413,0.538567973,0.534,-0.431,42.8983496,-0.801650397
3,cw,20,0.939692621,44.5,1.1303,43.2,-1.216,81.14110413,0.532405868,0.534,-0.431,42.8983496,-0.301650397
3,cw,20,0.939692621,44.5,1.1303,42.7,-1.216,81.14110413,0.526243763,0.534,-0.431,42.8983496,0.198349603
3,cw,20,0.939692621,44.5,1.1303,42.31,-1.216,81.14110413,0.521437322,0.534,-0.431,42.8983496,0.588349603
3,cw,20,0.939692621,88.9375,2.2590125,91.37,-1.216,162.168246,0.563427195,0.534,-0.431,86.16684338,-5.203156622
3,cw,20,0.939692621,88.9375,2.2590125,88.35,-1.216,162.168246,0.54480456,0.534,-0.431,86.16684338,-2.183156622
3,cw,20,0.939692621,88.9375,2.2590125,87.31,-1.216,162.168246,0.538391468,0.534,-0.431,86.16684338,-1.143156622
3,cw,20,0.939692621,88.9375,2.2590125,86.65,-1.216,162.168246,0.53432162,0.534,-0.431,86.16684338,-0.483156622
3,cw,20,0.939692621,133.4375,3.3893125,133.17,-1.216,243.3093502,0.547327918,0.534,-0.431,129.496193,-3.673807019
3,cw,20,0.939692621,133.4375,3.3893125,130.65,-1.216,243.3093502,0.536970733,0.534,-0.431,129.496193,-1.153807019
3,ccw,30,0.866025404,9.9375,0.2524125,10.13,-1.216,16.69947658,0.606605839,0.534,-0.431,8.486520493,-1.643479507
3,ccw,30,0.866025404,44.75,1.13665,48.88,-1.216,75.20015868,0.649998628,0.534,-0.431,39.72588473,-9.154115266
3,ccw,30,0.866025404,44.75,1.13665,41.26,-1.216,75.20015868,0.548669055,0.534,-0.431,39.72588473,-1.534115266
3,ccw,30,0.866025404,44.75,1.13665,40.53,-1.216,75.20015868,0.538961629,0.534,-0.431,39.72588473,-0.804115266
3,ccw,30,0.866025404,89.5,2.2733,97.44,-1.216,150.4003174,0.647870973,0.534,-0.431,79.88276947,-17.55723053
3,ccw,30,0.866025404,89.5,2.2733,85.19,-1.216,150.4003174,0.566421677,0.534,-0.431,79.88276947,-5.307230532
3,ccw,30,0.866025404,89.5,2.2733,81.87,-1.216,150.4003174,0.544347256,0.534,-0.431,79.88276947,-1.987230532
3,ccw,30,0.866025404,134.25,3.40995,127.1,-1.216,225.600476,0.563385336,0.534,-0.431,120.0396542,-7.060345798
3,ccw,30,0.866025404,134.25,3.40995,126.82,-1.216,225.600476,0.562144204,0.534,-0.431,120.0396542,-6.780345798
3,ccw,30,0.866025404,134.25,3.40995,125.54,-1.216,225.600476,0.556470457,0.534,-0.431,120.0396542,-5.500345798
3,ccw,30,0.866025404,134.25,3.40995,125.51,-1.216,225.600476,0.556337479,0.534,-0.431,120.0396542,-5.470345798
3,cw,30,0.866025404,9.875,0.250825,7.82,-1.216,16.59444842,0.471241936,0.534,-0.431,8.430435458,0.610435458
3,cw,30,0.866025404,44.5,1.1303,44.15,-1.216,74.78004606,0.590398139,0.534,-0.431,39.5015446,-4.648455404
3,cw,30,0.866025404,44.5,1.1303,43.31,-1.216,74.78004606,0.579165196,0.534,-0.431,39.5015446,-3.808455404
3,cw,30,0.866025404,44.5,1.1303,42.57,-1.216,74.78004606,0.569269508,0.534,-0.431,39.5015446,-3.068455404
3,cw,30,0.866025404,44.5,1.1303,42.25,-1.216,74.78004606,0.564990291,0.534,-0.431,39.5015446,-2.748455404
3,cw,30,0.866025404,44.5,1.1303,40.85,-1.216,74.78004606,0.546268719,0.534,-0.431,39.5015446,-1.348455404
3,cw,30,0.866025404,44.5,1.1303,40.75,-1.216,74.78004606,0.544931464,0.534,-0.431,39.5015446,-1.248455404
3,cw,30,0.866025404,44.5,1.1303,40.18,-1.216,74.78004606,0.53730911,0.534,-0.431,39.5015446,-0.678455404
3,cw,30,0.866025404,88.9375,2.2590125,85.52,-1.216,149.455064,0.572212127,0.534,-0.431,79.37800416,-6.141995843
3,cw,30,0.866025404,88.9375,2.2590125,84.01,-1.216,149.455064,0.562108755,0.534,-0.431,79.37800416,-4.631995843
3,cw,30,0.866025404,88.9375,2.2590125,83.25,-1.216,149.455064,0.557023615,0.534,-0.431,79.37800416,-3.871995843
3,cw,30,0.866025404,88.9375,2.2590125,82.65,-1.216,149.455064,0.55300903,0.534,-0.431,79.37800416,-3.271995843
3,cw,30,0.866025404,88.9375,2.2590125,82.63,-1.216,149.455064,0.552875211,0.534,-0.431,79.37800416,-3.251995843
3,cw,30,0.866025404,133.4375,3.3893125,124.69,-1.216,224.23511,0.556068138,0.534,-0.431,119.3105488,-5.379451247
3,cw,30,0.866025404,133.4375,3.3893125,124.63,-1.216,224.23511,0.555800561,0.534,-0.431,119.3105488,-5.319451247
3,cw,30,0.866025404,133.4375,3.3893125,124.5,-1.216,224.23511,0.555220813,0.534,-0.431,119.3105488,-5.189451247
3,cw,30,0.866025404,133.4375,3.3893125,124.21,-1.216,224.23511,0.553927527,0.534,-0.431,119.3105488,-4.899451247
3,cw,30,0.866025404,133.4375,3.3893125,123.88,-1.216,224.23511,0.552455858,0.534,-0.431,119.3105488,-4.569451247
3,cw,30,0.866025404,133.4375,3.3893125,122.81,-1.216,224.23511,0.54768408,0.534,-0.431,119.3105488,-3.499451247
4,ccw,0,1,12.9375,0.3286125,9.11,-1.216,18.82810935,0.483851025,0.534,-0.431,9.62321039,0.51321039
4,ccw,0,1,12.9375,0.3286125,9.02,-1.216,18.82810935,0.479070938,0.534,-0.431,9.62321039,0.60321039
4,ccw,0,1,12.9375,0.3286125,8.93,-1.216,18.82810935,0.474290851,0.534,-0.431,9.62321039,0.69321039
4,ccw,0,1,12.9375,0.3286125,8.9,-1.216,18.82810935,0.472697488,0.534,-0.431,9.62321039,0.72321039
4,ccw,0,1,12.9375,0.3286125,8.82,-1.216,18.82810935,0.468448522,0.534,-0.431,9.62321039,0.80321039
4,ccw,0,1,58.1875,1.4779625,44.18,-1.216,84.68101353,0.521722617,0.534,-0.431,44.78866122,0.608661224
4,ccw,0,1,58.1875,1.4779625,43.87,-1.216,84.68101353,0.51806182,0.534,-0.431,44.78866122,0.918661224
4,ccw,0,1,58.1875,1.4779625,42.97,-1.216,84.68101353,0.5074337,0.534,-0.431,44.78866122,1.818661224
4,ccw,0,1,58.1875,1.4779625,42.46,-1.216,84.68101353,0.501411098,0.534,-0.431,44.78866122,2.328661224
4,ccw,0,1,58.1875,1.4779625,42.33,-1.216,84.68101353,0.499875925,0.534,-0.431,44.78866122,2.458661224
4,ccw,0,1,116.375,2.955925,88.86,-1.216,169.3620271,0.524674873,0.534,-0.431,90.00832245,1.148322449
4,ccw,0,1,116.375,2.955925,88.86,-1.216,169.3620271,0.524674873,0.534,-0.431,90.00832245,1.148322449
4,ccw,0,1,116.375,2.955925,87.26,-1.216,169.3620271,0.515227655,0.534,-0.431,90.00832245,2.748322449
4,ccw,0,1,116.375,2.955925,87.21,-1.216,169.3620271,0.514932429,0.534,-0.431,90.00832245,2.798322449
4,ccw,0,1,116.375,2.955925,86.24,-1.216,169.3620271,0.509205053,0.534,-0.431,90.00832245,3.768322449
4,ccw,0,1,174.5,4.4323,133.25,-1.216,253.9520835,0.524705284,0.534,-0.431,135.1794126,1.929412608
4,ccw,0,1,174.5,4.4323,133.14,-1.216,253.9520835,0.524272131,0.534,-0.431,135.1794126,2.039412608
4,ccw,0,1,174.5,4.4323,132.96,-1.216,253.9520835,0.523563336,0.534,-0.431,135.1794126,2.219412608
4,ccw,0,1,174.5,4.4323,132.79,-1.216,253.9520835,0.522893918,0.534,-0.431,135.1794126,2.389412608
4,ccw,0,1,174.5,4.4323,130.99,-1.216,253.9520835,0.515805967,0.534,-0.431,135.1794126,4.189412608
4,cw,0,1,12.75,0.32385,9.65,-1.216,18.5552382,0.520068775,0.534,-0.431,9.477497196,-0.172502804
4,cw,0,1,12.75,0.32385,8.94,-1.216,18.5552382,0.481804648,0.534,-0.431,9.477497196,0.537497196
4,cw,0,1,12.75,0.32385,8.91,-1.216,18.5552382,0.480187853,0.534,-0.431,9.477497196,0.567497196
4,cw,0,1,12.75,0.32385,8.61,-1.216,18.5552382,0.464019912,0.534,-0.431,9.477497196,0.867497196
4,cw,0,1,12.75,0.32385,8.13,-1.216,18.5552382,0.438151206,0.534,-0.431,9.477497196,1.347497196
4,cw,0,1,57.4375,1.4589125,43.56,-1.216,83.58952893,0.521117903,0.534,-0.431,44.20580845,0.645808448
4,cw,0,1,57.4375,1.4589125,42.54,-1.216,83.58952893,0.508915417,0.534,-0.431,44.20580845,1.665808448
4,cw,0,1,57.4375,1.4589125,42.47,-1.216,83.58952893,0.508077992,0.534,-0.431,44.20580845,1.735808448
4,cw,0,1,57.4375,1.4589125,42.13,-1.216,83.58952893,0.504010497,0.534,-0.431,44.20580845,2.075808448
4,cw,0,1,57.4375,1.4589125,42.08,-1.216,83.58952893,0.503412336,0.534,-0.431,44.20580845,2.125808448
4,cw,0,1,114.875,2.917825,88.95,-1.216,167.1790579,0.53206425,0.534,-0.431,88.8426169,-0.107383104
4,cw,0,1,114.875,2.917825,87.22,-1.216,167.1790579,0.521716064,0.534,-0.431,88.8426169,1.622616896
4,cw,0,1,114.875,2.917825,87.18,-1.216,167.1790579,0.521476799,0.534,-0.431,88.8426169,1.662616896
4,cw,0,1,114.875,2.917825,86.84,-1.216,167.1790579,0.519443052,0.534,-0.431,88.8426169,2.002616896
4,cw,0,1,114.875,2.917825,86.77,-1.216,167.1790579,0.519024339,0.534,-0.431,88.8426169,2.072616896
4,cw,0,1,114.875,2.917825,86.4,-1.216,167.1790579,0.516811143,0.534,-0.431,88.8426169,2.442616896
4,cw,0,1,172.375,4.378325,131.44,-1.216,250.8595438,0.523958539,0.534,-0.431,133.5279964,2.087996409
4,cw,0,1,172.375,4.378325,131.06,-1.216,250.8595438,0.522443747,0.534,-0.431,133.5279964,2.467996409
4,cw,0,1,172.375,4.378325,130.62,-1.216,250.8595438,0.520689777,0.534,-0.431,133.5279964,2.907996409
4,cw,0,1,172.375,4.378325,130.11,-1.216,250.8595438,0.518656767,0.534,-0.431,133.5279964,3.417996409
4,cw,0,1,172.375,4.378325,130.02,-1.216,250.8595438,0.518298001,0.534,-0.431,133.5279964,3.507996409
4,ccw,10,0.984807753,12.9375,0.3286125,9.76,-1.216,18.54206806,0.526370628,0.534,-0.431,9.470464343,-0.289535657
4,ccw,10,0.984807753,12.9375,0.3286125,8.8,-1.216,18.54206806,0.474596467,0.534,-0.431,9.470464343,0.670464343
4,ccw,10,0.984807753,12.9375,0.3286125,8.71,-1.216,18.54206806,0.46974264,0.534,-0.431,9.470464343,0.760464343
4,ccw,10,0.984807753,12.9375,0.3286125,8.68,-1.216,18.54206806,0.468124697,0.534,-0.431,9.470464343,0.790464343
4,ccw,10,0.984807753,58.1875,1.4779625,43.82,-1.216,83.39451866,0.525454199,0.534,-0.431,44.10167296,0.281672962
4,ccw,10,0.984807753,58.1875,1.4779625,43.71,-1.216,83.39451866,0.524135167,0.534,-0.431,44.10167296,0.391672962
4,ccw,10,0.984807753,58.1875,1.4779625,43.7,-1.216,83.39451866,0.524015255,0.534,-0.431,44.10167296,0.401672962
4,ccw,10,0.984807753,58.1875,1.4779625,41.69,-1.216,83.39451866,0.499912952,0.534,-0.431,44.10167296,2.411672962
4,ccw,10,0.984807753,58.1875,1.4779625,41.56,-1.216,83.39451866,0.498354097,0.534,-0.431,44.10167296,2.541672962
4,ccw,10,0.984807753,116.375,2.955925,88.42,-1.216,166.7890373,0.530130765,0.534,-0.431,88.63434592,0.214345925
4,ccw,10,0.984807753,116.375,2.955925,86.55,-1.216,166.7890373,0.518918997,0.534,-0.431,88.63434592,2.084345925
4,ccw,10,0.984807753,116.375,2.955925,86.32,-1.216,166.7890373,0.51754001,0.534,-0.431,88.63434592,2.314345925
4,ccw,10,0.984807753,116.375,2.955925,85.67,-1.216,166.7890373,0.513642871,0.534,-0.431,88.63434592,2.964345925
4,ccw,10,0.984807753,116.375,2.955925,85.64,-1.216,166.7890373,0.513463003,0.534,-0.431,88.63434592,2.994345925
4,ccw,10,0.984807753,174.5,4.4323,131.53,-1.216,250.0939808,0.525922294,0.534,-0.431,133.1191857,1.589185726
4,ccw,10,0.984807753,174.5,4.4323,130.24,-1.216,250.0939808,0.520764233,0.534,-0.431,133.1191857,2.879185726
4,ccw,10,0.984807753,174.5,4.4323,129.92,-1.216,250.0939808,0.519484714,0.534,-0.431,133.1191857,3.199185726
4,ccw,10,0.984807753,174.5,4.4323,129.9,-1.216,250.0939808,0.519404744,0.534,-0.431,133.1191857,3.219185726
4,ccw,10,0.984807753,174.5,4.4323,129.25,-1.216,250.0939808,0.516805721,0.534,-0.431,133.1191857,3.869185726
4,cw,10,0.984807753,12.75,0.32385,9.62,-1.216,18.27334243,0.526449938,0.534,-0.431,9.32696486,-0.29303514
4,cw,10,0.984807753,12.75,0.32385,9.14,-1.216,18.27334243,0.500182166,0.534,-0.431,9.32696486,0.18696486
4,cw,10,0.984807753,12.75,0.32385,8.78,-1.216,18.27334243,0.480481337,0.534,-0.431,9.32696486,0.54696486
4,cw,10,0.984807753,12.75,0.32385,8.72,-1.216,18.27334243,0.477197865,0.534,-0.431,9.32696486,0.60696486
4,cw,10,0.984807753,12.75,0.32385,8.34,-1.216,18.27334243,0.456402545,0.534,-0.431,9.32696486,0.98696486
4,cw,10,0.984807753,12.75,0.32385,8.32,-1.216,18.27334243,0.455308055,0.534,-0.431,9.32696486,1.00696486
4,cw,10,0.984807753,57.4375,1.4589125,43.3,-1.216,82.31961616,0.525998565,0.534,-0.431,43.52767503,0.227675029
4,cw,10,0.984807753,57.4375,1.4589125,43,-1.216,82.31961616,0.522354233,0.534,-0.431,43.52767503,0.527675029
4,cw,10,0.984807753,57.4375,1.4589125,42.86,-1.216,82.31961616,0.520653545,0.534,-0.431,43.52767503,0.667675029
4,cw,10,0.984807753,57.4375,1.4589125,41.93,-1.216,82.31961616,0.509356117,0.534,-0.431,43.52767503,1.597675029
4,cw,10,0.984807753,57.4375,1.4589125,41.77,-1.216,82.31961616,0.507412473,0.534,-0.431,43.52767503,1.757675029
4,cw,10,0.984807753,114.875,2.917825,87.62,-1.216,164.6392323,0.53219393,0.534,-0.431,87.48635006,-0.133649941
4,cw,10,0.984807753,114.875,2.917825,86.42,-1.216,164.6392323,0.524905266,0.534,-0.431,87.48635006,1.066350059
4,cw,10,0.984807753,114.875,2.917825,86.13,-1.216,164.6392323,0.523143839,0.534,-0.431,87.48635006,1.356350059
4,cw,10,0.984807753,114.875,2.917825,85.66,-1.216,164.6392323,0.520289112,0.534,-0.431,87.48635006,1.826350059
4,cw,10,0.984807753,114.875,2.917825,85.17,-1.216,164.6392323,0.517312908,0.534,-0.431,87.48635006,2.316350059
4,cw,10,0.984807753,172.375,4.378325,129.87,-1.216,247.0484237,0.525686414,0.534,-0.431,131.4928582,1.622858249
4,cw,10,0.984807753,172.375,4.378325,129.46,-1.216,247.0484237,0.524026821,0.534,-0.431,131.4928582,2.032858249
4,cw,10,0.984807753,172.375,4.378325,128.78,-1.216,247.0484237,0.521274324,0.534,-0.431,131.4928582,2.712858249
4,cw,10,0.984807753,172.375,4.378325,128.53,-1.216,247.0484237,0.520262376,0.534,-0.431,131.4928582,2.962858249
4,cw,10,0.984807753,172.375,4.378325,127.42,-1.216,247.0484237,0.51576933,0.534,-0.431,131.4928582,4.072858249
4,ccw,20,0.939692621,12.9375,0.3286125,9.55,-1.216,17.69263542,0.53977261,0.534,-0.431,9.016867312,-0.533132688
4,ccw,20,0.939692621,12.9375,0.3286125,8.75,-1.216,17.69263542,0.494556057,0.534,-0.431,9.016867312,0.266867312
4,ccw,20,0.939692621,12.9375,0.3286125,8.68,-1.216,17.69263542,0.490599608,0.534,-0.431,9.016867312,0.336867312
4,ccw,20,0.939692621,12.9375,0.3286125,8.67,-1.216,17.69263542,0.490034401,0.534,-0.431,9.016867312,0.346867312
4,ccw,20,0.939692621,12.9375,0.3286125,8.59,-1.216,17.69263542,0.485512746,0.534,-0.431,9.016867312,0.426867312
4,ccw,20,0.939692621,58.1875,1.4779625,44.95,-1.216,79.57412353,0.564882125,0.534,-0.431,42.06158197,-2.888418033
4,ccw,20,0.939692621,58.1875,1.4779625,42.44,-1.216,79.57412353,0.533339208,0.534,-0.431,42.06158197,-0.378418033
