diameter,direction,tilt,steps,stepper_travel,measured_angle,predicted_angle,error
2,cw,30,29.3125,0.7445375,37.44,,
2,cw,30,29.3125,0.7445375,36.95,,
2,cw,30,29.3125,0.7445375,36.78,,
2,cw,30,58.6875,1.4906625,85.11,,
2,cw,30,58.6875,1.4906625,84.87,,
2,cw,30,58.6875,1.4906625,84.08,,
2,cw,30,58.6875,1.4906625,84.02,,
2,cw,30,58.6875,1.4906625,83.76,,
2,cw,30,58.6875,1.4906625,83.65,,
2,cw,30,58.6875,1.4906625,82.9,,
2,cw,30,58.6875,1.4906625,82.85,,
2,cw,30,58.6875,1.4906625,82.72,,
2,cw,30,58.6875,1.4906625,82.27,,
2,cw,30,58.6875,1.4906625,81.56,,
2,cw,30,58.6875,1.4906625,81.52,,
2,cw,30,58.6875,1.4906625,81.05,,
2,cw,30,58.6875,1.4906625,80.35,,
2,cw,30,88,2.2352,126.6,,
2,cw,30,88,2.2352,125.1,,
2,cw,30,88,2.2352,124.23,,
2,cw,30,88,2.2352,124.05,,
2,cw,30,88,2.2352,123.94,,
2,cw,30,88,2.2352,122.94,,
3,ccw,30,9.9375,0.2524125,10.13,,
3,ccw,30,44.75,1.13665,48.88,,
3,ccw,30,44.75,1.13665,41.26,,
3,ccw,30,44.75,1.13665,40.53,,
3,ccw,30,89.5,2.2733,97.44,,
3,ccw,30,89.5,2.2733,85.19,,
3,ccw,30,89.5,2.2733,81.87,,
3,ccw,30,134.25,3.40995,127.1,,
3,ccw,30,134.25,3.40995,126.82,,
3,ccw,30,134.25,3.40995,125.54,,
3,ccw,30,134.25,3.40995,125.51,,
3,cw,30,9.875,0.250825,7.82,,
3,cw,30,44.5,1.1303,44.15,,
3,cw,30,44.5,1.1303,43.31,,
3,cw,30,44.5,1.1303,42.57,,
3,cw,30,44.5,1.1303,42.25,,
3,cw,30,44.5,1.1303,40.85,,
3,cw,30,44.5,1.1303,40.75,,
3,cw,30,44.5,1.1303,40.18,,
3,cw,30,88.9375,2.2590125,85.52,,
3,cw,30,88.9375,2.2590125,84.01,,
3,cw,30,88.9375,2.2590125,83.25,,
3,cw,30,88.9375,2.2590125,82.65,,
3,cw,30,88.9375,2.2590125,82.63,,
3,cw,30,133.4375,3.3893125,124.69,,
3,cw,30,133.4375,3.3893125,124.63,,
3,cw,30,133.4375,3.3893125,124.5,,
3,cw,30,133.4375,3.3893125,124.21,,
3,cw,30,133.4375,3.3893125,123.88,,
3,cw,30,133.4375,3.3893125,122.81,,
4,ccw,30,12.9375,0.3286125,11.68,,
4,ccw,30,12.9375,0.3286125,8.4,,
4,ccw,30,58.1875,1.4779625,46.59,,
4,ccw,30,58.1875,1.4779625,42.02,,
4,ccw,30,58.1875,1.4779625,40.37,,
4,ccw,30,116.375,2.955925,96.82,,
4,ccw,30,116.375,2.955925,83.8,,
4,ccw,30,174.5,4.4323,122.89,,
4,ccw,30,174.5,4.4323,122.67,,
4,cw,30,12.75,0.32385,10.35,,
4,cw,30,12.75,0.32385,8.91,,
4,cw,30,12.75,0.32385,8.73,,
4,cw,30,12.75,0.32385,8.7,,
4,cw,30,12.75,0.32385,8.4,,
4,cw,30,12.75,0.32385,8.34,,
4,cw,30,12.75,0.32385,7.92,,
4,cw,30,57.4375,1.4589125,41.77,,
4,cw,30,57.4375,1.4589125,41.12,,
4,cw,30,57.4375,1.4589125,40.22,,
4,cw,30,57.4375,1.4589125,39.79,,
4,cw,30,57.4375,1.4589125,39.14,,
4,cw,30,57.4375,1.4589125,39.14,,
4,cw,30,114.875,2.917825,82.78,,
4,cw,30,114.875,2.917825,81.4,,
4,cw,30,114.875,2.917825,80.44,,
4,cw,30,172.375,4.378325,123.05,,
4,cw,30,172.375,4.378325,121.32,,
4,cw,30,172.375,4.378325,120.94,,
5,ccw,30,16.375,0.415925,11.6,,
5,ccw,30,16.375,0.415925,8.96,,
5,ccw,30,73.75,1.87325,48.05,,
5,ccw,30,73.75,1.87325,40.53,,
5,ccw,30,147.5,3.7465,95.62,,
5,ccw,30,147.5,3.7465,84.05,,
5,cw,30,16.4375,0.4175125,9.88,,
5,cw,30,16.4375,0.4175125,9.65,,
5,cw,30,16.4375,0.4175125,9.62,,
5,cw,30,16.4375,0.4175125,9.54,,
5,cw,30,16.4375,0.4175125,9.51,,
5,cw,30,16.4375,0.4175125,9.39,,
5,cw,30,16.4375,0.4175125,8.49,,
5,cw,30,16.4375,0.4175125,8.39,,
5,cw,30,16.4375,0.4175125,8.34,,
5,cw,30,16.4375,0.4175125,8.31,,
5,cw,30,73.9375,1.8780125,42.37,,
5,cw,30,73.9375,1.8780125,41.68,,
5,cw,30,73.9375,1.8780125,41.07,,
5,cw,30,73.9375,1.8780125,40.73,,
5,cw,30,73.9375,1.8780125,40.69,,
5,cw,30,73.9375,1.8780125,40.62,,
5,cw,30,73.9375,1.8780125,40.58,,
5,cw,30,147.875,3.756025,84.35,,
5,cw,30,147.875,3.756025,83.58,,
5,cw,30,147.875,3.756025,82.78,,
5,cw,30,147.875,3.756025,82.74,,
