diameter,direction,tilt,tilt_component,steps,stepper_travel,measured_angle,a/s,c_rod,avg_offset,ideal_rnp,k,k_avg,predicted_angle,error
4,cw,10,0.984807753,57.4375,1.4589125,43.3,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,43.56587119,0.265871191
4,cw,10,0.984807753,57.4375,1.4589125,43,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,43.56587119,0.565871191
4,cw,10,0.984807753,57.4375,1.4589125,42.86,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,43.56587119,0.705871191
4,cw,10,0.984807753,57.4375,1.4589125,41.93,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,43.56587119,1.635871191
4,cw,10,0.984807753,57.4375,1.4589125,41.77,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,43.56587119,1.795871191
4,cw,10,0.984807753,114.875,2.917825,87.62,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,88.34774238,0.727742382
4,cw,10,0.984807753,114.875,2.917825,86.42,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,88.34774238,1.927742382
4,cw,10,0.984807753,114.875,2.917825,86.13,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,88.34774238,2.217742382
4,cw,10,0.984807753,114.875,2.917825,85.66,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,88.34774238,2.687742382
4,cw,10,0.984807753,114.875,2.917825,85.17,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,88.34774238,3.177742382
4,cw,10,0.984807753,172.375,4.378325,129.87,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,133.1783425,3.308342486
4,cw,10,0.984807753,172.375,4.378325,129.46,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,133.1783425,3.718342486
4,cw,10,0.984807753,172.375,4.378325,128.78,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,133.1783425,4.398342486
4,cw,10,0.984807753,172.375,4.378325,128.53,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,133.1783425,4.648342486
4,cw,10,0.984807753,172.375,4.378325,127.42,0.748,-0.733,-1.216,1.433203328,0.521907803,0.544,133.1783425,5.758342486
4,ccw,20,0.939692621,12.9375,0.3286125,9.55,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.408793666,-1.141206334
4,ccw,20,0.939692621,12.9375,0.3286125,8.75,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.408793666,-0.341206334
4,ccw,20,0.939692621,12.9375,0.3286125,8.68,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.408793666,-0.271206334
4,ccw,20,0.939692621,12.9375,0.3286125,8.67,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.408793666,-0.261206334
4,ccw,20,0.939692621,12.9375,0.3286125,8.59,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.408793666,-0.181206334
4,ccw,20,0.939692621,58.1875,1.4779625,44.95,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,42.0723232,-2.877676798
4,ccw,20,0.939692621,58.1875,1.4779625,42.44,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,42.0723232,-0.367676798
4,ccw,20,0.939692621,58.1875,1.4779625,42.4,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,42.0723232,-0.327676798
4,ccw,20,0.939692621,58.1875,1.4779625,42.04,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,42.0723232,0.032323202
4,ccw,20,0.939692621,58.1875,1.4779625,40.68,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,42.0723232,1.392323202
4,ccw,20,0.939692621,58.1875,1.4779625,40.12,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,42.0723232,1.952323202
4,ccw,20,0.939692621,116.375,2.955925,88.06,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,85.3606464,-2.699353596
4,ccw,20,0.939692621,116.375,2.955925,87.01,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,85.3606464,-1.649353596
4,ccw,20,0.939692621,116.375,2.955925,86.18,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,85.3606464,-0.819353596
4,ccw,20,0.939692621,116.375,2.955925,83.91,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,85.3606464,1.450646404
4,ccw,20,0.939692621,116.375,2.955925,82.85,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,85.3606464,2.510646404
4,ccw,20,0.939692621,174.5,4.4323,131.56,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,128.602473,-2.957526981
4,ccw,20,0.939692621,174.5,4.4323,131.29,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,128.602473,-2.687526981
4,ccw,20,0.939692621,174.5,4.4323,129.02,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,128.602473,-0.417526981
4,ccw,20,0.939692621,174.5,4.4323,127.68,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,128.602473,0.922473019
4,ccw,20,0.939692621,174.5,4.4323,125.31,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,128.602473,3.292473019
4,cw,20,0.939692621,12.75,0.32385,9.46,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.269303903,-1.190696097
4,cw,20,0.939692621,12.75,0.32385,8.98,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.269303903,-0.710696097
4,cw,20,0.939692621,12.75,0.32385,8.65,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.269303903,-0.380696097
4,cw,20,0.939692621,12.75,0.32385,8.64,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.269303903,-0.370696097
4,cw,20,0.939692621,12.75,0.32385,8.62,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,8.269303903,-0.350696097
4,cw,20,0.939692621,57.4375,1.4589125,44.14,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,41.51436415,-2.625635851
4,cw,20,0.939692621,57.4375,1.4589125,43.2,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,41.51436415,-1.685635851
4,cw,20,0.939692621,57.4375,1.4589125,42.07,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,41.51436415,-0.555635851
4,cw,20,0.939692621,57.4375,1.4589125,39.62,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,41.51436415,1.894364149
4,cw,20,0.939692621,114.875,2.917825,86.91,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,84.2447283,-2.665271702
4,cw,20,0.939692621,114.875,2.917825,86.03,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,84.2447283,-1.785271702
4,cw,20,0.939692621,114.875,2.917825,85.25,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,84.2447283,-1.005271702
4,cw,20,0.939692621,114.875,2.917825,84.28,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,84.2447283,-0.035271702
4,cw,20,0.939692621,114.875,2.917825,83.08,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,84.2447283,1.164728298
4,cw,20,0.939692621,172.375,4.378325,131.59,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,127.021589,-4.568410965
4,cw,20,0.939692621,172.375,4.378325,131.29,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,127.021589,-4.268410965
4,cw,20,0.939692621,172.375,4.378325,127.79,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,127.021589,-0.768410965
4,cw,20,0.939692621,172.375,4.378325,126.22,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,127.021589,0.801589035
4,cw,20,0.939692621,172.375,4.378325,125.69,0.748,-0.733,-1.216,1.367546699,0.546964868,0.544,127.021589,1.331589035
4,ccw,30,0.866025404,12.9375,0.3286125,11.68,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.654257823,-4.025742177
4,ccw,30,0.866025404,12.9375,0.3286125,8.4,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.654257823,-0.745742177
4,ccw,30,0.866025404,58.1875,1.4779625,46.59,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.67873446,-7.91126554
4,ccw,30,0.866025404,58.1875,1.4779625,42.02,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.67873446,-3.34126554
4,ccw,30,0.866025404,58.1875,1.4779625,40.37,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.67873446,-1.69126554
4,ccw,30,0.866025404,116.375,2.955925,96.82,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,78.57346892,-18.24653108
4,ccw,30,0.866025404,116.375,2.955925,83.8,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,78.57346892,-5.22653108
4,ccw,30,0.866025404,174.5,4.4323,122.89,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,118.4253519,-4.464648107
4,ccw,30,0.866025404,174.5,4.4323,122.67,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,118.4253519,-4.244648107
4,cw,30,0.866025404,12.75,0.32385,10.35,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.525703362,-2.824296638
4,cw,30,0.866025404,12.75,0.32385,8.91,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.525703362,-1.384296638
4,cw,30,0.866025404,12.75,0.32385,8.73,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.525703362,-1.204296638
4,cw,30,0.866025404,12.75,0.32385,8.7,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.525703362,-1.174296638
4,cw,30,0.866025404,12.75,0.32385,8.4,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.525703362,-0.874296638
4,cw,30,0.866025404,12.75,0.32385,8.34,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.525703362,-0.814296638
4,cw,30,0.866025404,12.75,0.32385,7.92,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,7.525703362,-0.394296638
4,cw,30,0.866025404,57.4375,1.4589125,41.77,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.16451662,-3.605483385
4,cw,30,0.866025404,57.4375,1.4589125,41.12,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.16451662,-2.955483385
4,cw,30,0.866025404,57.4375,1.4589125,40.22,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.16451662,-2.055483385
4,cw,30,0.866025404,57.4375,1.4589125,39.79,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.16451662,-1.625483385
4,cw,30,0.866025404,57.4375,1.4589125,39.14,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.16451662,-0.975483385
4,cw,30,0.866025404,57.4375,1.4589125,39.14,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,38.16451662,-0.975483385
4,cw,30,0.866025404,114.875,2.917825,82.78,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,77.54503323,-5.234966769
4,cw,30,0.866025404,114.875,2.917825,81.4,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,77.54503323,-3.854966769
4,cw,30,0.866025404,114.875,2.917825,80.44,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,77.54503323,-2.894966769
4,cw,30,0.866025404,172.375,4.378325,123.05,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,116.9684013,-6.081598667
4,cw,30,0.866025404,172.375,4.378325,121.32,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,116.9684013,-4.351598667
4,cw,30,0.866025404,172.375,4.378325,120.94,0.748,-0.733,-1.216,1.260337855,0.593491655,0.544,116.9684013,-3.971598667
5,ccw,0,1,16.375,0.415925,10.22,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.155141135,-1.064858865
5,ccw,0,1,16.375,0.415925,9.74,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.155141135,-0.584858865
5,ccw,0,1,16.375,0.415925,9.45,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.155141135,-0.294858865
5,ccw,0,1,16.375,0.415925,9.02,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.155141135,0.135141135
5,ccw,0,1,16.375,0.415925,8.84,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.155141135,0.315141135
5,ccw,0,1,73.75,1.87325,44.46,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.49371962,1.033719617
5,ccw,0,1,73.75,1.87325,43.53,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.49371962,1.963719617
5,ccw,0,1,73.75,1.87325,43.31,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.49371962,2.183719617
5,ccw,0,1,73.75,1.87325,43.24,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.49371962,2.253719617
5,ccw,0,1,73.75,1.87325,42.93,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.49371962,2.563719617
5,ccw,0,1,147.5,3.7465,89.11,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.20343923,3.093439234
5,ccw,0,1,147.5,3.7465,89.04,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.20343923,3.163439234
5,ccw,0,1,147.5,3.7465,88.55,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.20343923,3.653439234
5,ccw,0,1,147.5,3.7465,87.56,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.20343923,4.643439234
5,ccw,0,1,147.5,3.7465,87.54,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.20343923,4.663439234
5,ccw,0,1,221.25,5.61975,131.87,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,138.9131589,7.043158851
5,ccw,0,1,221.25,5.61975,131.81,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,138.9131589,7.103158851
5,ccw,0,1,221.25,5.61975,131.54,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,138.9131589,7.373158851
5,ccw,0,1,221.25,5.61975,131.19,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,138.9131589,7.723158851
5,ccw,0,1,221.25,5.61975,131.13,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,138.9131589,7.783158851
5,cw,0,1,16.4375,0.4175125,10.1,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.194725643,-0.905274357
5,cw,0,1,16.4375,0.4175125,10.03,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.194725643,-0.835274357
5,cw,0,1,16.4375,0.4175125,9.84,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.194725643,-0.645274357
5,cw,0,1,16.4375,0.4175125,8.79,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.194725643,0.404725643
5,cw,0,1,16.4375,0.4175125,8.79,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,9.194725643,0.404725643
5,cw,0,1,73.9375,1.8780125,44.8,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.61247314,0.812473141
5,cw,0,1,73.9375,1.8780125,43.91,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.61247314,1.702473141
5,cw,0,1,73.9375,1.8780125,43.73,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.61247314,1.882473141
5,cw,0,1,73.9375,1.8780125,43.04,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.61247314,2.572473141
5,cw,0,1,73.9375,1.8780125,42.75,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,45.61247314,2.862473141
5,cw,0,1,147.875,3.756025,89.69,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.44094628,2.750946283
5,cw,0,1,147.875,3.756025,88.92,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.44094628,3.520946283
5,cw,0,1,147.875,3.756025,88.08,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.44094628,4.360946283
5,cw,0,1,147.875,3.756025,87.32,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.44094628,5.120946283
5,cw,0,1,147.875,3.756025,87.09,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,92.44094628,5.350946283
5,cw,0,1,221.875,5.635625,134.45,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,139.3090039,4.859003932
5,cw,0,1,221.875,5.635625,133.58,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,139.3090039,5.729003932
5,cw,0,1,221.875,5.635625,133.51,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,139.3090039,5.799003932
5,cw,0,1,221.875,5.635625,132.28,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,139.3090039,7.029003932
5,cw,0,1,221.875,5.635625,132.26,0.598,-0.749,-1.216,1.16425024,0.513635282,0.544,139.3090039,7.049003932
5,ccw,10,0.984807753,16.375,0.415925,10.1,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,8.997580198,-1.102419802
5,ccw,10,0.984807753,16.375,0.415925,10.05,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,8.997580198,-1.052419802
5,ccw,10,0.984807753,16.375,0.415925,9.37,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,8.997580198,-0.372419802
5,ccw,10,0.984807753,16.375,0.415925,8.8,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,8.997580198,0.197580198
5,ccw,10,0.984807753,16.375,0.415925,8.75,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,8.997580198,0.247580198
5,ccw,10,0.984807753,73.75,1.87325,44.2,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.78409402,0.58409402
5,ccw,10,0.984807753,73.75,1.87325,44.13,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.78409402,0.65409402
5,ccw,10,0.984807753,73.75,1.87325,42.82,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.78409402,1.96409402
5,ccw,10,0.984807753,73.75,1.87325,42.56,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.78409402,2.22409402
5,ccw,10,0.984807753,73.75,1.87325,42.17,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.78409402,2.61409402
5,ccw,10,0.984807753,147.5,3.7465,90.21,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,90.78418804,0.57418804
5,ccw,10,0.984807753,147.5,3.7465,88.36,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,90.78418804,2.42418804
5,ccw,10,0.984807753,147.5,3.7465,88.3,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,90.78418804,2.48418804
5,ccw,10,0.984807753,147.5,3.7465,87.69,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,90.78418804,3.09418804
5,ccw,10,0.984807753,147.5,3.7465,86.54,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,90.78418804,4.24418804
5,ccw,10,0.984807753,221.25,5.61975,134,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,136.7842821,2.78428206
5,ccw,10,0.984807753,221.25,5.61975,131.7,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,136.7842821,5.08428206
5,ccw,10,0.984807753,221.25,5.61975,131.57,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,136.7842821,5.21428206
5,ccw,10,0.984807753,221.25,5.61975,129.62,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,136.7842821,7.16428206
5,ccw,10,0.984807753,221.25,5.61975,129.55,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,136.7842821,7.23428206
5,cw,10,0.984807753,16.4375,0.4175125,10.09,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,9.036563328,-1.053436672
5,cw,10,0.984807753,16.4375,0.4175125,10,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,9.036563328,-0.963436672
5,cw,10,0.984807753,16.4375,0.4175125,9.95,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,9.036563328,-0.913436672
5,cw,10,0.984807753,16.4375,0.4175125,9.06,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,9.036563328,-0.023436672
5,cw,10,0.984807753,16.4375,0.4175125,8.89,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,9.036563328,0.146563328
5,cw,10,0.984807753,73.9375,1.8780125,44.06,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.90104341,0.841043411
5,cw,10,0.984807753,73.9375,1.8780125,43.74,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.90104341,1.161043411
5,cw,10,0.984807753,73.9375,1.8780125,43.48,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.90104341,1.421043411
5,cw,10,0.984807753,73.9375,1.8780125,43.11,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.90104341,1.791043411
5,cw,10,0.984807753,73.9375,1.8780125,42.89,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,44.90104341,2.011043411
5,cw,10,0.984807753,147.875,3.756025,88.7,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,91.01808682,2.318086823
5,cw,10,0.984807753,147.875,3.756025,88.35,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,91.01808682,2.668086823
5,cw,10,0.984807753,147.875,3.756025,87.96,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,91.01808682,3.058086823
5,cw,10,0.984807753,147.875,3.756025,87.89,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,91.01808682,3.128086823
5,cw,10,0.984807753,147.875,3.756025,86.72,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,91.01808682,4.298086823
5,cw,10,0.984807753,221.875,5.635625,132.99,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,137.1741134,4.184113365
5,cw,10,0.984807753,221.875,5.635625,132.64,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,137.1741134,4.534113365
5,cw,10,0.984807753,221.875,5.635625,132.18,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,137.1741134,4.994113365
5,cw,10,0.984807753,221.875,5.635625,132.03,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,137.1741134,5.144113365
5,cw,10,0.984807753,221.875,5.635625,130.63,0.598,-0.749,-1.216,1.146562663,0.521558934,0.544,137.1741134,6.544113365
5,ccw,20,0.939692621,16.375,0.415925,9.82,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.529684794,-1.290315206
5,ccw,20,0.939692621,16.375,0.415925,9.64,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.529684794,-1.110315206
5,ccw,20,0.939692621,16.375,0.415925,9.39,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.529684794,-0.860315206
5,ccw,20,0.939692621,16.375,0.415925,9.05,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.529684794,-0.520315206
5,ccw,20,0.939692621,16.375,0.415925,8.8,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.529684794,-0.270315206
5,ccw,20,0.939692621,16.375,0.415925,8.64,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.529684794,-0.110315206
5,ccw,20,0.939692621,73.75,1.87325,45.12,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.67677884,-2.443221157
5,ccw,20,0.939692621,73.75,1.87325,44.07,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.67677884,-1.393221157
5,ccw,20,0.939692621,73.75,1.87325,42.34,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.67677884,0.336778843
5,ccw,20,0.939692621,73.75,1.87325,41.54,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.67677884,1.136778843
5,ccw,20,0.939692621,73.75,1.87325,41.11,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.67677884,1.566778843
5,ccw,20,0.939692621,147.5,3.7465,88.29,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.56955769,-1.720442314
5,ccw,20,0.939692621,147.5,3.7465,87.76,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.56955769,-1.190442314
5,ccw,20,0.939692621,147.5,3.7465,87.21,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.56955769,-0.640442314
5,ccw,20,0.939692621,147.5,3.7465,86.74,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.56955769,-0.170442314
5,ccw,20,0.939692621,147.5,3.7465,86.73,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.56955769,-0.160442314
5,ccw,20,0.939692621,221.25,5.61975,134.18,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.4623365,-3.717663471
5,ccw,20,0.939692621,221.25,5.61975,133.97,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.4623365,-3.507663471
5,ccw,20,0.939692621,221.25,5.61975,130.57,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.4623365,-0.107663471
5,ccw,20,0.939692621,221.25,5.61975,128.16,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.4623365,2.302336529
5,ccw,20,0.939692621,221.25,5.61975,126.54,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.4623365,3.922336529
5,cw,20,0.939692621,16.4375,0.4175125,9.84,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.566882064,-1.273117936
5,cw,20,0.939692621,16.4375,0.4175125,9.22,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.566882064,-0.653117936
5,cw,20,0.939692621,16.4375,0.4175125,8.9,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.566882064,-0.333117936
5,cw,20,0.939692621,16.4375,0.4175125,8.68,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,8.566882064,-0.113117936
5,cw,20,0.939692621,73.9375,1.8780125,44.8,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.78837065,-2.011629346
5,cw,20,0.939692621,73.9375,1.8780125,43.1,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.78837065,-0.311629346
5,cw,20,0.939692621,73.9375,1.8780125,42.47,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.78837065,0.318370654
5,cw,20,0.939692621,73.9375,1.8780125,42.43,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.78837065,0.358370654
5,cw,20,0.939692621,73.9375,1.8780125,42.15,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,42.78837065,0.638370654
5,cw,20,0.939692621,147.875,3.756025,88.57,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.79274131,-1.777258693
5,cw,20,0.939692621,147.875,3.756025,88.49,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.79274131,-1.697258693
5,cw,20,0.939692621,147.875,3.756025,86.13,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.79274131,0.662741307
5,cw,20,0.939692621,147.875,3.756025,86.04,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.79274131,0.752741307
5,cw,20,0.939692621,147.875,3.756025,85.9,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,86.79274131,0.892741307
5,cw,20,0.939692621,221.875,5.635625,134.96,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.8343092,-4.125690769
5,cw,20,0.939692621,221.875,5.635625,133.44,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.8343092,-2.605690769
5,cw,20,0.939692621,221.875,5.635625,133.07,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.8343092,-2.235690769
5,cw,20,0.939692621,221.875,5.635625,131.04,0.598,-0.749,-1.216,1.094037359,0.54659925,0.544,130.8343092,-0.205690769
